game_pk,game_date,home_team,away_team,home_moneyline,away_moneyline,source
778215,2025-04-22,Kansas City Royals,Colorado Rockies,-286,208,checkbestodds
778216,2025-04-22,Minnesota Twins,Chicago White Sox,-256,192,checkbestodds
778217,2025-04-22,Houston Astros,Toronto Blue Jays,-104,-119,checkbestodds
778218,2025-04-22,Cleveland Guardians,New York Yankees,-122,-108,checkbestodds
778219,2025-04-22,Miami Marlins,Cincinnati Reds,-101,-116,checkbestodds
778220,2025-04-22,Chicago Cubs,Los Angeles Dodgers,-104,-122,checkbestodds
778221,2025-04-22,Detroit Tigers,San Diego Padres,-147,114,checkbestodds
778222,2025-04-22,Washington Nationals,Baltimore Orioles,112,-139,checkbestodds
778223,2025-04-22,New York Mets,Philadelphia Phillies,106,-132,checkbestodds
778224,2025-04-22,Boston Red Sox,Seattle Mariners,-125,101,checkbestodds
778229,2025-04-22,Atlanta Braves,St. Louis Cardinals,-147,114,checkbestodds
778197,2025-04-23,Athletics,Texas Rangers,-119,-104,checkbestodds
778198,2025-04-23,San Francisco Giants,Milwaukee Brewers,-145,119,checkbestodds
778199,2025-04-23,Arizona Diamondbacks,Tampa Bay Rays,-161,126,checkbestodds
778200,2025-04-23,Houston Astros,Toronto Blue Jays,-116,-106,checkbestodds
778201,2025-04-23,Minnesota Twins,Chicago White Sox,-286,200,checkbestodds
778202,2025-04-23,Los Angeles Angels,Pittsburgh Pirates,-139,112,checkbestodds
778203,2025-04-23,New York Mets,Philadelphia Phillies,-106,-122,checkbestodds
778204,2025-04-23,Washington Nationals,Baltimore Orioles,113,-149,checkbestodds
778205,2025-04-23,Chicago Cubs,Los Angeles Dodgers,-141,107,checkbestodds
778206,2025-04-23,Cleveland Guardians,New York Yankees,133,-167,checkbestodds
778207,2025-04-23,Boston Red Sox,Seattle Mariners,-143,112,checkbestodds
778208,2025-04-23,Miami Marlins,Cincinnati Reds,-108,-118,checkbestodds
778209,2025-04-23,Detroit Tigers,San Diego Padres,-172,129,checkbestodds
778214,2025-04-23,Atlanta Braves,St. Louis Cardinals,-169,128,checkbestodds
778188,2025-04-24,Arizona Diamondbacks,Tampa Bay Rays,-143,108,checkbestodds
778189,2025-04-24,Minnesota Twins,Chicago White Sox,-233,181,checkbestodds
778190,2025-04-24,Kansas City Royals,Colorado Rockies,-278,212,checkbestodds
778191,2025-04-24,Los Angeles Angels,Pittsburgh Pirates,-167,133,checkbestodds
778192,2025-04-24,Athletics,Texas Rangers,114,-143,checkbestodds
778193,2025-04-24,Washington Nationals,Baltimore Orioles,-125,-104,checkbestodds
778194,2025-04-24,San Francisco Giants,Milwaukee Brewers,-167,126,checkbestodds
778195,2025-04-24,Kansas City Royals,Colorado Rockies,-278,212,checkbestodds
778196,2025-04-24,Boston Red Sox,Seattle Mariners,-179,154,checkbestodds
778171,2025-04-25,San Francisco Giants,Texas Rangers,-127,107,checkbestodds
778172,2025-04-25,San Diego Padres,Tampa Bay Rays,-147,117,checkbestodds
778175,2025-04-25,Seattle Mariners,Miami Marlins,-303,217,checkbestodds
778176,2025-04-25,Los Angeles Dodgers,Pittsburgh Pirates,-227,175,checkbestodds
778177,2025-04-25,Arizona Diamondbacks,Atlanta Braves,110,-130,checkbestodds
778178,2025-04-25,Athletics,Chicago White Sox,-256,205,checkbestodds
778181,2025-04-25,Colorado Rockies,Cincinnati Reds,105,-132,checkbestodds
778182,2025-04-25,Chicago Cubs,Philadelphia Phillies,-167,131,checkbestodds
778183,2025-04-25,Washington Nationals,New York Mets,147,-192,checkbestodds
778184,2025-04-25,St. Louis Cardinals,Milwaukee Brewers,-147,112,checkbestodds
778185,2025-04-25,New York Yankees,Toronto Blue Jays,-147,117,checkbestodds
778186,2025-04-25,Minnesota Twins,Los Angeles Angels,-208,158,checkbestodds
778187,2025-04-25,Kansas City Royals,Houston Astros,-108,-120,checkbestodds
778154,2025-04-26,Seattle Mariners,Miami Marlins,-244,175,checkbestodds
778159,2025-04-26,San Francisco Giants,Texas Rangers,-141,113,checkbestodds
778160,2025-04-26,San Diego Padres,Tampa Bay Rays,-145,113,checkbestodds
778161,2025-04-26,Colorado Rockies,Cincinnati Reds,169,-213,checkbestodds
778162,2025-04-26,Arizona Diamondbacks,Atlanta Braves,-130,102,checkbestodds
778163,2025-04-26,Los Angeles Dodgers,Pittsburgh Pirates,-303,208,checkbestodds
778164,2025-04-26,St. Louis Cardinals,Milwaukee Brewers,-161,121,checkbestodds
778165,2025-04-26,Athletics,Chicago White Sox,-244,195,checkbestodds
778166,2025-04-26,Minnesota Twins,Los Angeles Angels,-135,108,checkbestodds
778167,2025-04-26,Kansas City Royals,Houston Astros,107,-137,checkbestodds
778168,2025-04-26,Detroit Tigers,Baltimore Orioles,-159,117,checkbestodds
778169,2025-04-26,Cleveland Guardians,Boston Red Sox,-102,-127,checkbestodds
778174,2025-04-26,Chicago Cubs,Philadelphia Phillies,-105,-120,checkbestodds
778179,2025-04-26,Cleveland Guardians,Boston Red Sox,-108,-112,checkbestodds
778180,2025-04-26,Detroit Tigers,Baltimore Orioles,-110,-110,checkbestodds
778136,2025-04-27,Seattle Mariners,Miami Marlins,-147,120,checkbestodds
778144,2025-04-27,Minnesota Twins,Los Angeles Angels,-189,151,checkbestodds
778145,2025-04-27,Los Angeles Dodgers,Pittsburgh Pirates,-323,263,checkbestodds
778146,2025-04-27,San Diego Padres,Tampa Bay Rays,-102,-128,checkbestodds
778147,2025-04-27,Arizona Diamondbacks,Atlanta Braves,-101,-130,checkbestodds
778148,2025-04-27,Colorado Rockies,Cincinnati Reds,128,-164,checkbestodds
778149,2025-04-27,Athletics,Chicago White Sox,-200,166,checkbestodds
778150,2025-04-27,St. Louis Cardinals,Milwaukee Brewers,-112,-112,checkbestodds
778151,2025-04-27,San Francisco Giants,Texas Rangers,-145,111,checkbestodds
778152,2025-04-27,Kansas City Royals,Houston Astros,113,-141,checkbestodds
778153,2025-04-27,Washington Nationals,New York Mets,128,-159,checkbestodds
778155,2025-04-27,Detroit Tigers,Baltimore Orioles,-256,192,checkbestodds
778156,2025-04-27,New York Yankees,Toronto Blue Jays,-161,153,checkbestodds
778157,2025-04-27,Cleveland Guardians,Boston Red Sox,-102,-127,checkbestodds
778158,2025-04-27,Chicago Cubs,Philadelphia Phillies,-135,103,checkbestodds
778170,2025-04-27,New York Yankees,Toronto Blue Jays,-161,153,checkbestodds
778132,2025-04-28,Los Angeles Dodgers,Miami Marlins,-294,212,checkbestodds
778137,2025-04-28,Colorado Rockies,Atlanta Braves,135,-182,checkbestodds
778138,2025-04-28,Washington Nationals,New York Mets,140,-182,checkbestodds
778139,2025-04-28,Cleveland Guardians,Minnesota Twins,-137,101,checkbestodds
778140,2025-04-28,Baltimore Orioles,New York Yankees,108,-135,checkbestodds
778141,2025-04-28,Cincinnati Reds,St. Louis Cardinals,-125,101,checkbestodds
778142,2025-04-28,Houston Astros,Detroit Tigers,-125,-102,checkbestodds
778143,2025-04-28,Texas Rangers,Athletics,-109,-111,checkbestodds
778120,2025-04-29,Colorado Rockies,Atlanta Braves,172,-227,checkbestodds
778121,2025-04-29,Seattle Mariners,Los Angeles Angels,-222,175,checkbestodds
778122,2025-04-29,Texas Rangers,Athletics,-222,179,checkbestodds
778123,2025-04-29,Los Angeles Dodgers,Miami Marlins,-217,172,checkbestodds
778124,2025-04-29,Houston Astros,Detroit Tigers,-119,-106,checkbestodds
778125,2025-04-29,Chicago White Sox,Milwaukee Brewers,196,-263,checkbestodds
778126,2025-04-29,San Diego Padres,San Francisco Giants,104,-116,checkbestodds
778127,2025-04-29,Toronto Blue Jays,Boston Red Sox,111,-145,checkbestodds
778128,2025-04-29,Tampa Bay Rays,Kansas City Royals,-164,128,checkbestodds
778129,2025-04-29,Cleveland Guardians,Minnesota Twins,-141,116,checkbestodds
778130,2025-04-29,New York Mets,Arizona Diamondbacks,-139,108,checkbestodds
778131,2025-04-29,Philadelphia Phillies,Washington Nationals,-196,153,checkbestodds
778133,2025-04-29,Baltimore Orioles,New York Yankees,142,-179,checkbestodds
778135,2025-04-29,Pittsburgh Pirates,Chicago Cubs,121,-156,checkbestodds
778102,2025-04-30,Colorado Rockies,Atlanta Braves,196,-278,checkbestodds
778104,2025-04-30,Seattle Mariners,Los Angeles Angels,-145,111,checkbestodds
778105,2025-04-30,San Diego Padres,San Francisco Giants,-139,108,checkbestodds
778106,2025-04-30,Texas Rangers,Athletics,-167,138,checkbestodds
778109,2025-04-30,Los Angeles Dodgers,Miami Marlins,-323,243,checkbestodds
778110,2025-04-30,Houston Astros,Detroit Tigers,-123,109,checkbestodds
778111,2025-04-30,Chicago White Sox,Milwaukee Brewers,123,-154,checkbestodds
778112,2025-04-30,Pittsburgh Pirates,Chicago Cubs,140,-175,checkbestodds
778113,2025-04-30,Tampa Bay Rays,Kansas City Royals,-172,129,checkbestodds
778114,2025-04-30,Toronto Blue Jays,Boston Red Sox,-106,-112,checkbestodds
778115,2025-04-30,Baltimore Orioles,New York Yankees,-127,-101,checkbestodds
778116,2025-04-30,Cleveland Guardians,Minnesota Twins,-105,-115,checkbestodds
778117,2025-04-30,New York Mets,Arizona Diamondbacks,-116,-109,checkbestodds
778118,2025-04-30,Philadelphia Phillies,Washington Nationals,-256,196,checkbestodds
778119,2025-04-30,Cincinnati Reds,St. Louis Cardinals,-116,-111,checkbestodds
778134,2025-04-30,Cincinnati Reds,St. Louis Cardinals,-128,106,checkbestodds
778094,2025-05-01,Chicago White Sox,Milwaukee Brewers,131,-169,checkbestodds
778095,2025-05-01,Toronto Blue Jays,Boston Red Sox,-104,-122,checkbestodds
778096,2025-05-01,Texas Rangers,Athletics,-130,118,checkbestodds
778097,2025-05-01,Tampa Bay Rays,Kansas City Royals,-161,135,checkbestodds
778098,2025-05-01,San Francisco Giants,Colorado Rockies,-294,222,checkbestodds
778099,2025-05-01,Philadelphia Phillies,Washington Nationals,-185,149,checkbestodds
778100,2025-05-01,Pittsburgh Pirates,Chicago Cubs,-132,103,checkbestodds
778101,2025-05-01,Los Angeles Angels,Detroit Tigers,120,-159,checkbestodds
778103,2025-05-01,New York Mets,Arizona Diamondbacks,-172,129,checkbestodds
778107,2025-05-01,Cincinnati Reds,St. Louis Cardinals,-102,-125,checkbestodds
778108,2025-05-01,Cleveland Guardians,Minnesota Twins,-105,-115,checkbestodds
778079,2025-05-02,Chicago White Sox,Houston Astros,172,-238,checkbestodds
778080,2025-05-02,Milwaukee Brewers,Chicago Cubs,102,-130,checkbestodds
778081,2025-05-02,Toronto Blue Jays,Cleveland Guardians,-185,138,checkbestodds
778082,2025-05-02,San Francisco Giants,Colorado Rockies,-278,212,checkbestodds
778083,2025-05-02,Texas Rangers,Seattle Mariners,103,-135,checkbestodds
778084,2025-05-02,St. Louis Cardinals,New York Mets,-106,-122,checkbestodds
778085,2025-05-02,Los Angeles Angels,Detroit Tigers,144,-208,checkbestodds
778086,2025-05-02,Philadelphia Phillies,Arizona Diamondbacks,-164,131,checkbestodds
778087,2025-05-02,Cincinnati Reds,Washington Nationals,-213,163,checkbestodds
778088,2025-05-02,New York Yankees,Tampa Bay Rays,-238,178,checkbestodds
778089,2025-05-02,Boston Red Sox,Minnesota Twins,-116,-102,checkbestodds
778090,2025-05-02,Pittsburgh Pirates,San Diego Padres,105,-149,checkbestodds
778091,2025-05-02,Miami Marlins,Athletics,108,-135,checkbestodds
778092,2025-05-02,Atlanta Braves,Los Angeles Dodgers,154,-185,checkbestodds
778093,2025-05-02,Baltimore Orioles,Kansas City Royals,-149,125,checkbestodds
778064,2025-05-03,Toronto Blue Jays,Cleveland Guardians,-164,123,checkbestodds
778065,2025-05-03,Pittsburgh Pirates,San Diego Padres,-123,100,checkbestodds
778066,2025-05-03,Chicago White Sox,Houston Astros,200,-217,checkbestodds
778067,2025-05-03,Los Angeles Angels,Detroit Tigers,153,-192,checkbestodds
778069,2025-05-03,San Francisco Giants,Colorado Rockies,-323,217,checkbestodds
778070,2025-05-03,Texas Rangers,Seattle Mariners,107,-132,checkbestodds
778071,2025-05-03,Milwaukee Brewers,Chicago Cubs,-106,-112,checkbestodds
778072,2025-05-03,Baltimore Orioles,Kansas City Royals,-119,-104,checkbestodds
778073,2025-05-03,Boston Red Sox,Minnesota Twins,-128,-106,checkbestodds
778074,2025-05-03,New York Yankees,Tampa Bay Rays,-238,172,checkbestodds
778075,2025-05-03,Miami Marlins,Athletics,-128,104,checkbestodds
778076,2025-05-03,Atlanta Braves,Los Angeles Dodgers,-139,106,checkbestodds
778077,2025-05-03,Cincinnati Reds,Washington Nationals,-196,153,checkbestodds
778078,2025-05-03,Philadelphia Phillies,Arizona Diamondbacks,-120,-105,checkbestodds
778048,2025-05-04,San Francisco Giants,Colorado Rockies,-435,294,checkbestodds
778050,2025-05-04,Los Angeles Angels,Detroit Tigers,142,-192,checkbestodds
778051,2025-05-04,Pittsburgh Pirates,San Diego Padres,-114,-114,checkbestodds
778052,2025-05-04,Texas Rangers,Seattle Mariners,-172,144,checkbestodds
778053,2025-05-04,St. Louis Cardinals,New York Mets,-102,-127,checkbestodds
778054,2025-05-04,Milwaukee Brewers,Chicago Cubs,100,-116,checkbestodds
778055,2025-05-04,Chicago White Sox,Houston Astros,166,-182,checkbestodds
778056,2025-05-04,Toronto Blue Jays,Cleveland Guardians,-105,-123,checkbestodds
778057,2025-05-04,New York Yankees,Tampa Bay Rays,-169,142,checkbestodds
778058,2025-05-04,Cincinnati Reds,Washington Nationals,-112,-114,checkbestodds
778059,2025-05-04,Philadelphia Phillies,Arizona Diamondbacks,-161,121,checkbestodds
778060,2025-05-04,Atlanta Braves,Los Angeles Dodgers,107,-141,checkbestodds
778061,2025-05-04,Miami Marlins,Athletics,-106,-122,checkbestodds
778062,2025-05-04,Baltimore Orioles,Kansas City Royals,-141,119,checkbestodds
778063,2025-05-04,Boston Red Sox,Minnesota Twins,-217,158,checkbestodds
778068,2025-05-04,St. Louis Cardinals,New York Mets,131,-154,checkbestodds
778036,2025-05-05,St. Louis Cardinals,Pittsburgh Pirates,-127,106,checkbestodds
778038,2025-05-05,Athletics,Seattle Mariners,-106,-119,checkbestodds
778039,2025-05-05,Arizona Diamondbacks,New York Mets,-127,100,checkbestodds
778042,2025-05-05,Milwaukee Brewers,Houston Astros,-111,-114,checkbestodds
778043,2025-05-05,Kansas City Royals,Chicago White Sox,-244,175,checkbestodds
778044,2025-05-05,Chicago Cubs,San Francisco Giants,-185,147,checkbestodds
778045,2025-05-05,New York Yankees,San Diego Padres,-169,135,checkbestodds
778047,2025-05-05,Miami Marlins,Los Angeles Dodgers,178,-250,checkbestodds
778049,2025-05-05,Atlanta Braves,Cincinnati Reds,-137,105,checkbestodds
778024,2025-05-06,Athletics,Seattle Mariners,-123,105,checkbestodds
778025,2025-05-06,Los Angeles Angels,Toronto Blue Jays,-106,-115,checkbestodds
778026,2025-05-06,Washington Nationals,Cleveland Guardians,103,-135,checkbestodds
778027,2025-05-06,Chicago Cubs,San Francisco Giants,-156,125,checkbestodds
778028,2025-05-06,Minnesota Twins,Baltimore Orioles,-164,123,checkbestodds
778030,2025-05-06,St. Louis Cardinals,Pittsburgh Pirates,-105,-118,checkbestodds
778031,2025-05-06,Milwaukee Brewers,Houston Astros,-130,-101,checkbestodds
778032,2025-05-06,Arizona Diamondbacks,New York Mets,-114,-109,checkbestodds
778033,2025-05-06,Kansas City Royals,Chicago White Sox,-244,220,checkbestodds
778034,2025-05-06,Atlanta Braves,Cincinnati Reds,-217,172,checkbestodds
778035,2025-05-06,Miami Marlins,Los Angeles Dodgers,200,-270,checkbestodds
778037,2025-05-06,Boston Red Sox,Texas Rangers,100,-120,checkbestodds
778040,2025-05-06,Tampa Bay Rays,Philadelphia Phillies,108,-143,checkbestodds
778041,2025-05-06,New York Yankees,San Diego Padres,-112,-115,checkbestodds
778046,2025-05-06,Washington Nationals,Cleveland Guardians,103,-135,checkbestodds
778009,2025-05-07,Los Angeles Angels,Toronto Blue Jays,-103,-120,checkbestodds
778010,2025-05-07,Athletics,Seattle Mariners,117,-147,checkbestodds
778011,2025-05-07,Minnesota Twins,Baltimore Orioles,-141,114,checkbestodds
778012,2025-05-07,Kansas City Royals,Chicago White Sox,-217,172,checkbestodds
778013,2025-05-07,Colorado Rockies,Detroit Tigers,144,-169,checkbestodds
778014,2025-05-07,Arizona Diamondbacks,New York Mets,-111,-116,checkbestodds
778015,2025-05-07,Milwaukee Brewers,Houston Astros,116,-135,checkbestodds
778016,2025-05-07,St. Louis Cardinals,Pittsburgh Pirates,-192,142,checkbestodds
778017,2025-05-07,Miami Marlins,Los Angeles Dodgers,178,-238,checkbestodds
778018,2025-05-07,Boston Red Sox,Texas Rangers,-143,112,checkbestodds
778019,2025-05-07,New York Yankees,San Diego Padres,-182,140,checkbestodds
778020,2025-05-07,Chicago Cubs,San Francisco Giants,-175,131,checkbestodds
778021,2025-05-07,Tampa Bay Rays,Philadelphia Phillies,135,-182,checkbestodds
778022,2025-05-07,Washington Nationals,Cleveland Guardians,-109,-120,checkbestodds
778023,2025-05-07,Atlanta Braves,Cincinnati Reds,-127,-102,checkbestodds
777999,2025-05-08,Arizona Diamondbacks,Los Angeles Dodgers,129,-156,checkbestodds
778000,2025-05-08,Los Angeles Angels,Toronto Blue Jays,107,-137,checkbestodds
778003,2025-05-08,Atlanta Braves,Cincinnati Reds,-227,172,checkbestodds
778004,2025-05-08,Colorado Rockies,Detroit Tigers,133,-172,checkbestodds
778005,2025-05-08,Tampa Bay Rays,Philadelphia Phillies,120,-159,checkbestodds
778006,2025-05-08,Boston Red Sox,Texas Rangers,-164,123,checkbestodds
778007,2025-05-08,Minnesota Twins,Baltimore Orioles,-172,129,checkbestodds
778008,2025-05-08,Kansas City Royals,Chicago White Sox,-256,192,checkbestodds
778029,2025-05-08,Colorado Rockies,Detroit Tigers,133,-172,checkbestodds
777984,2025-05-09,Seattle Mariners,Toronto Blue Jays,-149,120,checkbestodds
777986,2025-05-09,Los Angeles Angels,Baltimore Orioles,111,-145,checkbestodds
777988,2025-05-09,Arizona Diamondbacks,Los Angeles Dodgers,-122,100,checkbestodds
777989,2025-05-09,Houston Astros,Cincinnati Reds,-217,153,checkbestodds
777990,2025-05-09,Kansas City Royals,Boston Red Sox,-115,-116,checkbestodds
777991,2025-05-09,Chicago White Sox,Miami Marlins,113,-149,checkbestodds
777992,2025-05-09,Minnesota Twins,San Francisco Giants,-104,-119,checkbestodds
777993,2025-05-09,Colorado Rockies,San Diego Padres,144,-196,checkbestodds
777994,2025-05-09,Athletics,New York Yankees,131,-159,checkbestodds
777995,2025-05-09,Washington Nationals,St. Louis Cardinals,-109,-119,checkbestodds
777996,2025-05-09,Detroit Tigers,Texas Rangers,-323,217,checkbestodds
777997,2025-05-09,Cleveland Guardians,Philadelphia Phillies,-108,-119,checkbestodds
777998,2025-05-09,Pittsburgh Pirates,Atlanta Braves,116,-152,checkbestodds
778001,2025-05-09,New York Mets,Chicago Cubs,-141,111,checkbestodds
778002,2025-05-09,Tampa Bay Rays,Milwaukee Brewers,100,-123,checkbestodds
777970,2025-05-10,Seattle Mariners,Toronto Blue Jays,-139,112,checkbestodds
777972,2025-05-10,Athletics,New York Yankees,138,-161,checkbestodds
777973,2025-05-10,Los Angeles Angels,Baltimore Orioles,116,-145,checkbestodds
777974,2025-05-10,Minnesota Twins,San Francisco Giants,-104,-122,checkbestodds
777975,2025-05-10,Arizona Diamondbacks,Los Angeles Dodgers,-128,-102,checkbestodds
777976,2025-05-10,Colorado Rockies,San Diego Padres,188,-244,checkbestodds
777977,2025-05-10,Kansas City Royals,Boston Red Sox,-118,-105,checkbestodds
777978,2025-05-10,Chicago White Sox,Miami Marlins,-106,-110,checkbestodds
777979,2025-05-10,Houston Astros,Cincinnati Reds,-128,101,checkbestodds
777980,2025-05-10,Washington Nationals,St. Louis Cardinals,-104,-119,checkbestodds
777981,2025-05-10,Tampa Bay Rays,Milwaukee Brewers,-120,-108,checkbestodds
777982,2025-05-10,New York Mets,Chicago Cubs,-182,138,checkbestodds
777983,2025-05-10,Cleveland Guardians,Philadelphia Phillies,101,-133,checkbestodds
777985,2025-05-10,Pittsburgh Pirates,Atlanta Braves,133,-156,checkbestodds
777987,2025-05-10,Detroit Tigers,Texas Rangers,103,-132,checkbestodds
777954,2025-05-11,Arizona Diamondbacks,Los Angeles Dodgers,-105,-123,checkbestodds
777955,2025-05-11,Colorado Rockies,San Diego Padres,238,-312,checkbestodds
777956,2025-05-11,Minnesota Twins,San Francisco Giants,-169,141,checkbestodds
777957,2025-05-11,Athletics,New York Yankees,127,-154,checkbestodds
777958,2025-05-11,Seattle Mariners,Toronto Blue Jays,-185,138,checkbestodds
777961,2025-05-11,Los Angeles Angels,Baltimore Orioles,121,-156,checkbestodds
